,filename,variables,clauses,SAT,time_cryptosat,result_random,time_random,branches_random,implications_random,result_two_clause,time_two_clause,branches_two_clause,implications_two_clause,result_all_clause,time_all_clause,branches_all_clause,implications_all_clause,result_max_freq,time_max_freq,branches_max_freq,implications_max_freq,result_vsids,time_vsids,branches_vsids,implications_vsids
0,CS4244_project/unsat/UUF50.218.1000/uuf50-01.cnf,50,218,False,0.000266,UNSAT,0.382362,208,2873,UNSAT,0.049309,28,465,UNSAT,0.130594,67,1087,UNSAT,0.070042,51,796,UNSAT,0.088476,55,881
1,CS4244_project/unsat/UUF50.218.1000/uuf50-010.cnf,50,217,False,0.000114,UNSAT,0.26117,173,1924,UNSAT,0.085788,42,842,UNSAT,0.074513,42,668,UNSAT,0.061239,37,620,UNSAT,0.05011,35,494
2,CS4244_project/unsat/UUF50.218.1000/uuf50-0100.cnf,50,218,False,0.000183,UNSAT,0.241491,145,2033,UNSAT,0.075512,38,706,UNSAT,0.06452,33,569,UNSAT,0.049944,30,475,UNSAT,0.06588,44,677
3,CS4244_project/unsat/UUF50.218.1000/uuf50-01000.cnf,50,218,False,0.000126,UNSAT,0.868053,336,5074,UNSAT,0.096008,44,835,UNSAT,0.110882,53,940,UNSAT,0.112985,72,1122,UNSAT,0.086548,61,793
4,CS4244_project/unsat/UUF50.218.1000/uuf50-0101.cnf,50,218,False,0.000167,UNSAT,0.571373,255,3652,UNSAT,0.112662,57,1133,UNSAT,0.102975,51,927,UNSAT,0.099721,52,1014,UNSAT,0.161615,87,1583
5,CS4244_project/unsat/UUF50.218.1000/uuf50-0102.cnf,50,218,False,0.000374,UNSAT,0.442451,244,2913,UNSAT,0.087852,51,726,UNSAT,0.075881,44,603,UNSAT,0.084973,61,806,UNSAT,0.112843,73,1065
6,CS4244_project/unsat/UUF50.218.1000/uuf50-0103.cnf,50,217,False,0.000213,UNSAT,0.561961,280,3739,UNSAT,0.050993,25,501,UNSAT,0.094319,48,794,UNSAT,0.071204,36,716,UNSAT,0.116771,68,1133
7,CS4244_project/unsat/UUF50.218.1000/uuf50-0104.cnf,50,218,False,0.000289,UNSAT,0.647516,294,3936,UNSAT,0.093248,45,919,UNSAT,0.10497,50,964,UNSAT,0.078062,39,815,UNSAT,0.143887,81,1396
8,CS4244_project/unsat/UUF50.218.1000/uuf50-0105.cnf,50,218,False,0.000186,UNSAT,0.563396,260,3518,UNSAT,0.085659,44,822,UNSAT,0.075604,33,661,UNSAT,0.072681,37,681,UNSAT,0.079186,40,821
